image_id,image_array
ISIC_0033201,"[[[0.36470588 0.27843137 0.39215686]
  [0.36470588 0.29803922 0.4       ]
  [0.38823529 0.30980392 0.42352941]
  ...
  [0.56470588 0.51764706 0.58431373]
  [0.55686275 0.51372549 0.58039216]
  [0.54509804 0.51372549 0.57647059]]

 [[0.37647059 0.28627451 0.41568627]
  [0.38823529 0.30196078 0.41568627]
  [0.39607843 0.30980392 0.43137255]
  ...
  [0.55686275 0.5254902  0.58823529]
  [0.56470588 0.5254902  0.58823529]
  [0.56078431 0.52941176 0.58823529]]

 [[0.37647059 0.29803922 0.40392157]
  [0.39215686 0.31764706 0.42745098]
  [0.42352941 0.3254902  0.45882353]
  ...
  [0.56862745 0.54901961 0.60784314]
  [0.57254902 0.5372549  0.60392157]
  [0.56470588 0.52941176 0.59607843]]

 ...

 [[0.49019608 0.42352941 0.54509804]
  [0.50196078 0.45098039 0.56078431]
  [0.51372549 0.44705882 0.57254902]
  ...
  [0.59215686 0.56862745 0.65490196]
  [0.58823529 0.56078431 0.65098039]
  [0.58039216 0.5372549  0.63529412]]

 [[0.49019608 0.41568627 0.54509804]
  [0.50196078 0.44313725 0.57254902]
  [0.50196078 0.45098039 0.57647059]
  ...
  [0.58823529 0.56078431 0.64705882]
  [0.57647059 0.55294118 0.64313725]
  [0.56470588 0.5372549  0.63137255]]

 [[0.48627451 0.41568627 0.5254902 ]
  [0.49411765 0.43137255 0.56078431]
  [0.50196078 0.43137255 0.55294118]
  ...
  [0.58823529 0.55686275 0.6627451 ]
  [0.58039216 0.54117647 0.63137255]
  [0.55686275 0.52941176 0.61176471]]]"
ISIC_0032514,"[[[0.54509804 0.45098039 0.54117647]
  [0.5372549  0.46666667 0.55686275]
  [0.55294118 0.49019608 0.56862745]
  ...
  [0.62352941 0.60784314 0.65490196]
  [0.61568627 0.60392157 0.65098039]
  [0.61960784 0.61568627 0.65490196]]

 [[0.5254902  0.44705882 0.5254902 ]
  [0.52156863 0.45490196 0.5254902 ]
  [0.54509804 0.48627451 0.56078431]
  ...
  [0.63137255 0.6        0.6627451 ]
  [0.61960784 0.60392157 0.64705882]
  [0.61568627 0.60784314 0.65098039]]

 [[0.5254902  0.44313725 0.53333333]
  [0.5372549  0.44705882 0.5372549 ]
  [0.5372549  0.4745098  0.54901961]
  ...
  [0.61176471 0.60784314 0.63921569]
  [0.61960784 0.60392157 0.64313725]
  [0.63921569 0.60784314 0.64705882]]

 ...

 [[0.63137255 0.61568627 0.72941176]
  [0.63921569 0.61568627 0.7372549 ]
  [0.64313725 0.63529412 0.76078431]
  ...
  [0.55686275 0.49019608 0.52941176]
  [0.51764706 0.42352941 0.45490196]
  [0.54901961 0.47058824 0.49411765]]

 [[0.63529412 0.62745098 0.74117647]
  [0.63529412 0.62745098 0.74901961]
  [0.61960784 0.62745098 0.74117647]
  ...
  [0.57647059 0.50980392 0.56470588]
  [0.54509804 0.43921569 0.48235294]
  [0.54901961 0.47843137 0.50196078]]

 [[0.62352941 0.63529412 0.74117647]
  [0.62745098 0.63137255 0.74509804]
  [0.61568627 0.6        0.71764706]
  ...
  [0.58039216 0.5254902  0.56078431]
  [0.54509804 0.4745098  0.51372549]
  [0.54509804 0.48235294 0.50196078]]]"
ISIC_0033691,"[[[0.57647059 0.52941176 0.63137255]
  [0.57647059 0.5254902  0.63137255]
  [0.57254902 0.52156863 0.61176471]
  ...
  [0.65098039 0.63529412 0.71764706]
  [0.65882353 0.64313725 0.73333333]
  [0.6745098  0.65882353 0.74117647]]

 [[0.58431373 0.5372549  0.64313725]
  [0.58039216 0.52941176 0.64705882]
  [0.57647059 0.52156863 0.61960784]
  ...
  [0.65098039 0.63137255 0.71372549]
  [0.66666667 0.64705882 0.73333333]
  [0.67058824 0.65882353 0.74901961]]

 [[0.59215686 0.54509804 0.64705882]
  [0.58823529 0.5372549  0.64705882]
  [0.58431373 0.52941176 0.63137255]
  ...
  [0.65882353 0.63137255 0.71764706]
  [0.65882353 0.64313725 0.72941176]
  [0.6627451  0.65098039 0.74117647]]

 ...

 [[0.61568627 0.58039216 0.67058824]
  [0.61960784 0.57647059 0.67058824]
  [0.62352941 0.58431373 0.66666667]
  ...
  [0.63137255 0.6        0.68627451]
  [0.62352941 0.58823529 0.67058824]
  [0.61568627 0.57647059 0.6627451 ]]

 [[0.62352941 0.58823529 0.68627451]
  [0.62745098 0.59215686 0.67843137]
  [0.63137255 0.59215686 0.68235294]
  ...
  [0.63529412 0.6        0.68627451]
  [0.62745098 0.58823529 0.68235294]
  [0.61568627 0.58039216 0.66666667]]

 [[0.63137255 0.59607843 0.69803922]
  [0.63529412 0.59607843 0.70196078]
  [0.63529412 0.6        0.70196078]
  ...
  [0.63137255 0.6        0.68627451]
  [0.62745098 0.58823529 0.67843137]
  [0.62352941 0.59215686 0.6745098 ]]]"
ISIC_0033910,"[[[0.42745098 0.34901961 0.41176471]
  [0.43921569 0.35294118 0.43137255]
  [0.44705882 0.35686275 0.42745098]
  ...
  [0.5254902  0.47843137 0.54901961]
  [0.52156863 0.4627451  0.53333333]
  [0.51372549 0.47843137 0.54117647]]

 [[0.43529412 0.34509804 0.42352941]
  [0.44705882 0.35294118 0.42745098]
  [0.44705882 0.35686275 0.42352941]
  ...
  [0.53333333 0.48627451 0.54901961]
  [0.5254902  0.48235294 0.54509804]
  [0.52156863 0.47843137 0.54117647]]

 [[0.44705882 0.36078431 0.44705882]
  [0.45490196 0.36862745 0.43529412]
  [0.44705882 0.36862745 0.41176471]
  ...
  [0.54117647 0.49803922 0.56078431]
  [0.5254902  0.48627451 0.54901961]
  [0.52156863 0.48235294 0.5372549 ]]

 ...

 [[0.56078431 0.52156863 0.63137255]
  [0.56862745 0.52156863 0.62745098]
  [0.56862745 0.52941176 0.63921569]
  ...
  [0.58039216 0.56078431 0.62352941]
  [0.56470588 0.55294118 0.61960784]
  [0.56862745 0.55294118 0.62352941]]

 [[0.56078431 0.52941176 0.62745098]
  [0.57254902 0.53333333 0.65098039]
  [0.56078431 0.5372549  0.65882353]
  ...
  [0.58823529 0.56470588 0.63529412]
  [0.57254902 0.56078431 0.62352941]
  [0.56470588 0.55686275 0.61960784]]

 [[0.56078431 0.53333333 0.63529412]
  [0.57254902 0.5372549  0.65098039]
  [0.57647059 0.5372549  0.64705882]
  ...
  [0.58431373 0.56862745 0.63921569]
  [0.58039216 0.56862745 0.63137255]
  [0.56078431 0.55686275 0.62352941]]]"
ISIC_0032556,"[[[0.67843137 0.59215686 0.67843137]
  [0.66666667 0.56862745 0.65490196]
  [0.6745098  0.57254902 0.65882353]
  ...
  [0.71764706 0.70588235 0.8       ]
  [0.72941176 0.70980392 0.80784314]
  [0.72941176 0.71764706 0.80392157]]

 [[0.68627451 0.60392157 0.68235294]
  [0.6627451  0.58823529 0.66666667]
  [0.66666667 0.59215686 0.6745098 ]
  ...
  [0.71764706 0.71764706 0.80784314]
  [0.72156863 0.71764706 0.79607843]
  [0.71372549 0.70980392 0.78823529]]

 [[0.69019608 0.61568627 0.69411765]
  [0.67843137 0.6        0.68235294]
  [0.67843137 0.61568627 0.69411765]
  ...
  [0.70980392 0.72941176 0.8       ]
  [0.71764706 0.7254902  0.79215686]
  [0.71372549 0.71372549 0.79607843]]

 ...

 [[0.68235294 0.64313725 0.72941176]
  [0.67843137 0.63921569 0.7254902 ]
  [0.68627451 0.65098039 0.73333333]
  ...
  [0.67058824 0.6        0.67843137]
  [0.67058824 0.62352941 0.70196078]
  [0.67843137 0.62352941 0.71372549]]

 [[0.67843137 0.64705882 0.7254902 ]
  [0.67058824 0.65490196 0.74117647]
  [0.6745098  0.65098039 0.74117647]
  ...
  [0.66666667 0.60392157 0.68235294]
  [0.68235294 0.61960784 0.70980392]
  [0.68627451 0.62352941 0.7254902 ]]

 [[0.67843137 0.6627451  0.74509804]
  [0.67843137 0.67058824 0.74901961]
  [0.67058824 0.6627451  0.7372549 ]
  ...
  [0.65490196 0.60392157 0.68627451]
  [0.67058824 0.61960784 0.70196078]
  [0.67843137 0.63137255 0.7254902 ]]]"
ISIC_0033646,"[[[0.8627451  0.81176471 0.8745098 ]
  [0.8627451  0.81176471 0.86666667]
  [0.8627451  0.81176471 0.87058824]
  ...
  [0.88235294 0.85098039 0.91372549]
  [0.87843137 0.84313725 0.91764706]
  [0.88627451 0.84705882 0.90980392]]

 [[0.85098039 0.8        0.86666667]
  [0.85882353 0.80784314 0.86666667]
  [0.85882353 0.80784314 0.87058824]
  ...
  [0.87843137 0.85490196 0.91764706]
  [0.87843137 0.83921569 0.90196078]
  [0.88235294 0.84313725 0.89411765]]

 [[0.83529412 0.78431373 0.85490196]
  [0.84705882 0.79215686 0.85490196]
  [0.84705882 0.79607843 0.85882353]
  ...
  [0.88627451 0.84705882 0.90980392]
  [0.88235294 0.84313725 0.90196078]
  [0.88235294 0.84705882 0.90980392]]

 ...

 [[0.85098039 0.79607843 0.85098039]
  [0.85882353 0.8        0.8627451 ]
  [0.87058824 0.81176471 0.87843137]
  ...
  [0.8745098  0.80392157 0.84313725]
  [0.87058824 0.81568627 0.84313725]
  [0.86666667 0.80392157 0.83137255]]

 [[0.85098039 0.78039216 0.85098039]
  [0.85882353 0.80392157 0.85882353]
  [0.86666667 0.81960784 0.8745098 ]
  ...
  [0.8627451  0.81176471 0.84313725]
  [0.86666667 0.81568627 0.85098039]
  [0.86666667 0.81176471 0.84313725]]

 [[0.85098039 0.78823529 0.85490196]
  [0.8627451  0.80784314 0.8627451 ]
  [0.86666667 0.81568627 0.8627451 ]
  ...
  [0.85490196 0.81568627 0.83921569]
  [0.85882353 0.81568627 0.84313725]
  [0.8745098  0.81176471 0.84313725]]]"
ISIC_0033592,"[[[0.50980392 0.45098039 0.56078431]
  [0.52156863 0.4745098  0.57254902]
  [0.5372549  0.49019608 0.58431373]
  ...
  [0.4627451  0.40784314 0.49019608]
  [0.44313725 0.38823529 0.47058824]
  [0.43137255 0.37647059 0.44705882]]

 [[0.51764706 0.46666667 0.56862745]
  [0.5372549  0.49019608 0.57647059]
  [0.55294118 0.50588235 0.60392157]
  ...
  [0.4745098  0.42352941 0.50980392]
  [0.4627451  0.40784314 0.49411765]
  [0.44313725 0.39607843 0.4745098 ]]

 [[0.52941176 0.4745098  0.58039216]
  [0.54117647 0.50196078 0.60784314]
  [0.56470588 0.5254902  0.63137255]
  ...
  [0.48235294 0.43529412 0.5254902 ]
  [0.4745098  0.42352941 0.50588235]
  [0.4627451  0.40784314 0.49803922]]

 ...

 [[0.58039216 0.49803922 0.59607843]
  [0.59215686 0.52156863 0.60392157]
  [0.61176471 0.55686275 0.63137255]
  ...
  [0.58823529 0.54117647 0.58431373]
  [0.57647059 0.5254902  0.57647059]
  [0.56470588 0.50588235 0.56078431]]

 [[0.56470588 0.50196078 0.58823529]
  [0.58823529 0.51764706 0.60392157]
  [0.60392157 0.55294118 0.63529412]
  ...
  [0.58039216 0.52941176 0.57647059]
  [0.58823529 0.51764706 0.58039216]
  [0.56862745 0.49803922 0.55294118]]

 [[0.57254902 0.50980392 0.58823529]
  [0.57647059 0.52156863 0.60784314]
  [0.6        0.54509804 0.62745098]
  ...
  [0.57647059 0.51764706 0.56862745]
  [0.56470588 0.51372549 0.55686275]
  [0.55686275 0.49411765 0.54509804]]]"
ISIC_0033899,"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]"
ISIC_0032842,"[[[0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.        ]
  ...
  [0.03921569 0.04313725 0.02745098]
  [0.03137255 0.03529412 0.03137255]
  [0.03137255 0.03137255 0.01960784]]

 [[0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.        ]
  ...
  [0.04313725 0.04313725 0.03921569]
  [0.03921569 0.03921569 0.03137255]
  [0.03137255 0.03137255 0.02745098]]

 [[0.00784314 0.00784314 0.00392157]
  [0.00784314 0.00784314 0.00392157]
  [0.00784314 0.00784314 0.00392157]
  ...
  [0.04705882 0.05098039 0.03137255]
  [0.03921569 0.03921569 0.02745098]
  [0.03529412 0.03529412 0.02352941]]

 ...

 [[0.05098039 0.05098039 0.05882353]
  [0.05882353 0.05490196 0.04705882]
  [0.0627451  0.05882353 0.05490196]
  ...
  [0.01960784 0.02352941 0.01176471]
  [0.01568627 0.01568627 0.00392157]
  [0.01568627 0.01568627 0.01176471]]

 [[0.04705882 0.04705882 0.04705882]
  [0.05882353 0.05490196 0.05490196]
  [0.05882353 0.05490196 0.05490196]
  ...
  [0.01960784 0.01960784 0.00784314]
  [0.01568627 0.01960784 0.01176471]
  [0.01176471 0.01176471 0.00784314]]

 [[0.04313725 0.04705882 0.04705882]
  [0.05490196 0.05490196 0.05490196]
  [0.05882353 0.05490196 0.05490196]
  ...
  [0.01568627 0.01960784 0.01176471]
  [0.01568627 0.01960784 0.01176471]
  [0.01176471 0.01568627 0.00392157]]]"
ISIC_0032618,"[[[0.65098039 0.52156863 0.54509804]
  [0.65490196 0.53333333 0.57647059]
  [0.65882353 0.53333333 0.56862745]
  ...
  [0.63137255 0.50588235 0.49803922]
  [0.65882353 0.54117647 0.53333333]
  [0.68627451 0.6        0.60392157]]

 [[0.63529412 0.50980392 0.52941176]
  [0.65098039 0.52156863 0.56078431]
  [0.6627451  0.52941176 0.58039216]
  ...
  [0.63921569 0.51764706 0.51372549]
  [0.66666667 0.56078431 0.55294118]
  [0.68627451 0.60784314 0.61568627]]

 [[0.64313725 0.49019608 0.52941176]
  [0.64705882 0.50196078 0.55294118]
  [0.63529412 0.5254902  0.56862745]
  ...
  [0.64313725 0.52156863 0.54117647]
  [0.6627451  0.56470588 0.57254902]
  [0.67843137 0.59607843 0.60392157]]

 ...

 [[0.65098039 0.56470588 0.59215686]
  [0.6627451  0.5372549  0.56862745]
  [0.64313725 0.50588235 0.54509804]
  ...
  [0.67058824 0.55686275 0.57254902]
  [0.65490196 0.56078431 0.57254902]
  [0.65882353 0.54901961 0.55294118]]

 [[0.66666667 0.56862745 0.60392157]
  [0.65882353 0.5254902  0.54901961]
  [0.63921569 0.49411765 0.51764706]
  ...
  [0.64705882 0.56078431 0.55294118]
  [0.65490196 0.54901961 0.55294118]
  [0.65490196 0.54117647 0.5372549 ]]

 [[0.6745098  0.54509804 0.58431373]
  [0.65098039 0.5254902  0.54117647]
  [0.64705882 0.49411765 0.54117647]
  ...
  [0.65490196 0.54901961 0.5372549 ]
  [0.65490196 0.54509804 0.53333333]
  [0.65098039 0.5372549  0.52941176]]]"
ISIC_0032513,"[[[0.43921569 0.30588235 0.29803922]
  [0.43137255 0.31372549 0.30196078]
  [0.43137255 0.32156863 0.30588235]
  ...
  [0.43921569 0.2627451  0.29019608]
  [0.43921569 0.29411765 0.30196078]
  [0.44313725 0.32156863 0.30588235]]

 [[0.43529412 0.30588235 0.29803922]
  [0.43137255 0.30588235 0.29803922]
  [0.43529412 0.31764706 0.30588235]
  ...
  [0.43921569 0.27843137 0.29803922]
  [0.45098039 0.29803922 0.3254902 ]
  [0.44705882 0.32156863 0.3254902 ]]

 [[0.42745098 0.30588235 0.29019608]
  [0.43529412 0.30196078 0.29803922]
  [0.43529412 0.30588235 0.30196078]
  ...
  [0.43921569 0.29019608 0.30588235]
  [0.43529412 0.30980392 0.33333333]
  [0.43529412 0.31372549 0.33333333]]

 ...

 [[0.47843137 0.37647059 0.35294118]
  [0.48627451 0.38431373 0.36862745]
  [0.48627451 0.38431373 0.36078431]
  ...
  [0.50980392 0.39607843 0.36470588]
  [0.50588235 0.39215686 0.36862745]
  [0.49411765 0.39215686 0.35686275]]

 [[0.48235294 0.37254902 0.35686275]
  [0.48235294 0.37647059 0.37254902]
  [0.48235294 0.37254902 0.35686275]
  ...
  [0.50980392 0.4        0.36470588]
  [0.50588235 0.39607843 0.36078431]
  [0.50196078 0.4        0.37254902]]

 [[0.47843137 0.36470588 0.36078431]
  [0.47843137 0.36470588 0.37254902]
  [0.4745098  0.36862745 0.36470588]
  ...
  [0.50196078 0.40392157 0.38431373]
  [0.50196078 0.4        0.36862745]
  [0.49803922 0.40784314 0.38431373]]]"
ISIC_0033716,"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]"
ISIC_0034011,"[[[0.69803922 0.59215686 0.62745098]
  [0.70588235 0.59607843 0.62352941]
  [0.70980392 0.60784314 0.63921569]
  ...
  [0.71764706 0.63137255 0.62352941]
  [0.71372549 0.63137255 0.61568627]
  [0.71372549 0.62745098 0.61176471]]

 [[0.71372549 0.59215686 0.63529412]
  [0.71372549 0.6        0.63529412]
  [0.71372549 0.60392157 0.64313725]
  ...
  [0.72156863 0.61960784 0.63921569]
  [0.71372549 0.62352941 0.62352941]
  [0.70588235 0.61960784 0.61176471]]

 [[0.70980392 0.59215686 0.63529412]
  [0.70588235 0.60392157 0.63921569]
  [0.70980392 0.60784314 0.65098039]
  ...
  [0.71372549 0.61960784 0.61176471]
  [0.71764706 0.61568627 0.61176471]
  [0.70588235 0.62352941 0.61568627]]

 ...

 [[0.64705882 0.50980392 0.5372549 ]
  [0.64313725 0.50588235 0.52156863]
  [0.64705882 0.51764706 0.53333333]
  ...
  [0.72941176 0.61176471 0.63137255]
  [0.72941176 0.59215686 0.62352941]
  [0.72941176 0.59215686 0.61176471]]

 [[0.65490196 0.50980392 0.52941176]
  [0.64313725 0.50588235 0.52941176]
  [0.65098039 0.5254902  0.54509804]
  ...
  [0.74117647 0.61568627 0.65490196]
  [0.73333333 0.60392157 0.63921569]
  [0.7372549  0.6        0.64313725]]

 [[0.65882353 0.5254902  0.55294118]
  [0.65490196 0.52941176 0.55686275]
  [0.65882353 0.54117647 0.56078431]
  ...
  [0.72941176 0.61960784 0.64705882]
  [0.7254902  0.60784314 0.63529412]
  [0.71764706 0.60392157 0.63137255]]]"
ISIC_0033613,"[[[0.81960784 0.71372549 0.75686275]
  [0.81176471 0.71372549 0.74117647]
  [0.80784314 0.70980392 0.74117647]
  ...
  [0.78431373 0.6745098  0.68235294]
  [0.78039216 0.66666667 0.67843137]
  [0.78039216 0.66666667 0.68235294]]

 [[0.81176471 0.70980392 0.74509804]
  [0.81176471 0.71372549 0.74901961]
  [0.80392157 0.70588235 0.7372549 ]
  ...
  [0.77647059 0.6627451  0.67843137]
  [0.78431373 0.67058824 0.69019608]
  [0.78431373 0.67058824 0.68627451]]

 [[0.82352941 0.70588235 0.74509804]
  [0.81568627 0.70980392 0.74509804]
  [0.80784314 0.71372549 0.73333333]
  ...
  [0.79215686 0.6745098  0.67843137]
  [0.78431373 0.6745098  0.69803922]
  [0.78039216 0.67843137 0.69019608]]

 ...

 [[0.8        0.69803922 0.72941176]
  [0.79607843 0.70588235 0.72156863]
  [0.80392157 0.71372549 0.74509804]
  ...
  [0.78823529 0.69411765 0.71372549]
  [0.79215686 0.69019608 0.71372549]
  [0.78823529 0.69803922 0.71372549]]

 [[0.79607843 0.69803922 0.72941176]
  [0.80392157 0.70980392 0.74901961]
  [0.81176471 0.71372549 0.75294118]
  ...
  [0.79607843 0.68627451 0.71764706]
  [0.79607843 0.69411765 0.70980392]
  [0.79607843 0.69411765 0.71372549]]

 [[0.79607843 0.68627451 0.7372549 ]
  [0.8        0.69411765 0.74117647]
  [0.8        0.71372549 0.74901961]
  ...
  [0.79607843 0.67843137 0.71372549]
  [0.79215686 0.69411765 0.71372549]
  [0.79607843 0.69411765 0.71372549]]]"
ISIC_0032877,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.02352941 0.02352941 0.02352941]
  [0.01960784 0.01960784 0.01960784]
  [0.01176471 0.01568627 0.00784314]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.02352941 0.02352941 0.02352941]
  [0.01960784 0.01960784 0.01960784]
  [0.01568627 0.01568627 0.01568627]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.02745098 0.03137255 0.03137255]
  [0.01960784 0.02745098 0.01176471]
  [0.01176471 0.01960784 0.01960784]]

 ...

 [[0.00784314 0.01176471 0.00392157]
  [0.01176471 0.01568627 0.00784314]
  [0.01960784 0.01960784 0.01176471]
  ...
  [0.03137255 0.03137255 0.02352941]
  [0.02745098 0.02745098 0.01568627]
  [0.02745098 0.02745098 0.01176471]]

 [[0.00784314 0.00392157 0.00392157]
  [0.01176471 0.01176471 0.        ]
  [0.01568627 0.01960784 0.00392157]
  ...
  [0.03137255 0.03137255 0.01960784]
  [0.02352941 0.02745098 0.01568627]
  [0.02352941 0.02745098 0.01176471]]

 [[0.00784314 0.00784314 0.00392157]
  [0.01176471 0.01176471 0.00392157]
  [0.01568627 0.01568627 0.01568627]
  ...
  [0.02352941 0.02745098 0.01568627]
  [0.01568627 0.03137255 0.01568627]
  [0.01568627 0.02352941 0.01568627]]]"
ISIC_0034175,"[[[0.38823529 0.27843137 0.25098039]
  [0.38431373 0.2745098  0.27058824]
  [0.39215686 0.27843137 0.25882353]
  ...
  [0.4627451  0.36078431 0.25882353]
  [0.47843137 0.37254902 0.31372549]
  [0.48235294 0.37647059 0.33333333]]

 [[0.37647059 0.26666667 0.23529412]
  [0.38431373 0.2627451  0.23529412]
  [0.39215686 0.2627451  0.23921569]
  ...
  [0.49019608 0.39215686 0.32941176]
  [0.49019608 0.39607843 0.34509804]
  [0.48235294 0.39607843 0.35294118]]

 [[0.38039216 0.25490196 0.22352941]
  [0.38039216 0.25882353 0.21960784]
  [0.38823529 0.26666667 0.22352941]
  ...
  [0.50588235 0.40784314 0.35294118]
  [0.49803922 0.4        0.36470588]
  [0.50196078 0.39607843 0.36078431]]

 ...

 [[0.58431373 0.49411765 0.5372549 ]
  [0.58431373 0.49803922 0.5372549 ]
  [0.60392157 0.51764706 0.54901961]
  ...
  [0.61568627 0.54117647 0.5254902 ]
  [0.6        0.52156863 0.49411765]
  [0.57647059 0.50196078 0.45882353]]

 [[0.57647059 0.48235294 0.53333333]
  [0.58823529 0.49411765 0.5372549 ]
  [0.6        0.51764706 0.55294118]
  ...
  [0.60392157 0.55294118 0.5254902 ]
  [0.59215686 0.52941176 0.49803922]
  [0.58039216 0.50588235 0.46666667]]

 [[0.56862745 0.48235294 0.51372549]
  [0.58431373 0.49803922 0.53333333]
  [0.59607843 0.52156863 0.54509804]
  ...
  [0.60392157 0.56470588 0.54901961]
  [0.59607843 0.54117647 0.50588235]
  [0.57647059 0.51372549 0.4627451 ]]]"
ISIC_0033523,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.07058824 0.07058824 0.06666667]
  [0.0745098  0.0627451  0.0627451 ]
  [0.0627451  0.0627451  0.0627451 ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.07843137 0.0745098  0.0627451 ]
  [0.0745098  0.06666667 0.05490196]
  [0.07058824 0.0627451  0.05098039]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.07843137 0.07843137 0.07843137]
  [0.0745098  0.07058824 0.05882353]
  [0.07058824 0.06666667 0.05098039]]

 ...

 [[0.00392157 0.00784314 0.00784314]
  [0.01176471 0.01176471 0.00392157]
  [0.01176471 0.01176471 0.00784314]
  ...
  [0.03529412 0.03921569 0.02745098]
  [0.02352941 0.02745098 0.01960784]
  [0.01960784 0.02352941 0.01568627]]

 [[0.00392157 0.00784314 0.00392157]
  [0.00784314 0.01176471 0.00392157]
  [0.00784314 0.01176471 0.00392157]
  ...
  [0.03529412 0.03137255 0.02745098]
  [0.02352941 0.02352941 0.01960784]
  [0.01568627 0.01568627 0.01568627]]

 [[0.00392157 0.00784314 0.00392157]
  [0.00784314 0.00784314 0.00784314]
  [0.00784314 0.01176471 0.00784314]
  ...
  [0.02745098 0.02352941 0.00784314]
  [0.01960784 0.01960784 0.01568627]
  [0.01568627 0.01568627 0.01176471]]]"
ISIC_0029929,"[[[0.5372549  0.47843137 0.46666667]
  [0.5372549  0.47843137 0.46666667]
  [0.55294118 0.49411765 0.48235294]
  ...
  [0.49411765 0.38823529 0.39607843]
  [0.51372549 0.43529412 0.42745098]
  [0.50980392 0.43921569 0.42745098]]

 [[0.55686275 0.49803922 0.49019608]
  [0.55686275 0.49803922 0.48627451]
  [0.56078431 0.50196078 0.49019608]
  ...
  [0.49411765 0.38431373 0.39215686]
  [0.50588235 0.43529412 0.43529412]
  [0.50588235 0.43529412 0.43529412]]

 [[0.56470588 0.50588235 0.49411765]
  [0.56470588 0.50196078 0.49411765]
  [0.56470588 0.50588235 0.49019608]
  ...
  [0.49803922 0.38823529 0.39607843]
  [0.52156863 0.44705882 0.43921569]
  [0.51764706 0.45490196 0.4627451 ]]

 ...

 [[0.52941176 0.45098039 0.42745098]
  [0.52156863 0.44705882 0.41960784]
  [0.5254902  0.43921569 0.41568627]
  ...
  [0.52156863 0.43529412 0.47058824]
  [0.52941176 0.45098039 0.47843137]
  [0.52941176 0.45490196 0.47843137]]

 [[0.51372549 0.43529412 0.41568627]
  [0.52156863 0.43137255 0.40784314]
  [0.5254902  0.43137255 0.41176471]
  ...
  [0.52941176 0.44705882 0.47058824]
  [0.5254902  0.44705882 0.4627451 ]
  [0.52941176 0.45490196 0.46666667]]

 [[0.52156863 0.43529412 0.41568627]
  [0.5254902  0.43529412 0.41176471]
  [0.5254902  0.42745098 0.41176471]
  ...
  [0.52941176 0.45098039 0.45882353]
  [0.5254902  0.45098039 0.45882353]
  [0.52941176 0.45490196 0.46666667]]]"
